Symbol,Name,Industry,Market Cap
SMWB,Similarweb,Internet Content & Information,909371573
SNA,Snap-on,Machinery,10992319402
SNAP,"Snap, Inc.",Interactive Media & Services,48810213347
SNAX,Stryve Foods,Packaged Foods,29830276
SNBR,Sleep Number,Specialty Retail,1374937850
SNCE,Science 37,Health Information Services,558623099
SNCR,Synchronoss Technologies,Software,113076343
SNCY,Sun Country Airlines Holdings,Airlines,1362636394
SND,Smart Sand,Energy Equipment & Services,139794720
SNDA,Sonida Senior Living,Medical Care Facilities,214771390
SNDL,Sundial Growers,Pharmaceuticals,978499967
SNDR,Schneider National,Road & Rail,4484087793
SNDX,Syndax Pharmaceuticals,Biotechnology,926955570
SNES,SenesTech,Pharmaceuticals,9011428
SNEX,StoneX Group,Capital Markets,1434836076
SNFCA,Security National Financial,Thrifts & Mortgage Finance,197136234
SNGX,Soligenix,Biotechnology,30954593
SNMP,Evolve Transition Infrastructure LP,"Oil, Gas & Consumable Fuels",73533679
SNN,Smith & Nephew,Health Care Equipment & Supplies,13610895345
SNOA,Sonoma Pharmaceuticals,Pharmaceuticals,8921289
SNOW,Snowflake,IT Services,55262646180
SNP,China Petroleum & Chemical,"Oil, Gas & Consumable Fuels",73423568890
SNPO,Snap One Holdings,Electronics & Computer Distribution,1374355186
SNPS,Synopsys,Software,44963647365
SNPX,Synaptogenix,Biotechnology,45052665
SNRH,Senior Connect Acquisition I,Blank Check / SPAC,507667519
SNSE,Sensei Biotherapeutics,Biotechnology,82611357
SNT,Senstar Technologies,"Electronic Equipment, Instruments & C...",59857563
SNTG,Sentage Holdings,Credit Services,17500000
SNV,Synovus Financial,Banks,6908085739
SNX,Synnex,"Electronic Equipment, Instruments & C...",10587927504
SNY,Sanofi,Pharmaceuticals,1.26635E+11
SO,The Southern Company,Electric Utilities,72827199455
SOFI,SoFi Technologies,Credit Services,6836836859
SOHO,Sotherly Hotels,Equity Real Estate Investment Trusts ...,74889839
SOHU,Sohu.com,Interactive Media & Services,585663870
SOI,Solaris Oilfield Infrastructure,Energy Equipment & Services,490106746
SOL,ReneSola,Construction & Engineering,441507359
SOLO,Electrameccanica Vehicles,Automobiles,217699983
SON,Sonoco Products Company,Containers & Packaging,5423248375
SOND,Sonder Holdings,Lodging,1011923643
SONM,Sonim Technologies,"Technology Hardware, Storage & Periph...",10115404
SONN,Sonnet BioTherapeutics Holdings,Biotechnology,18075180
SONO,Sonos,Household Durables,3065168107
SONX,Sonendo,Medical Devices,82162704
SONY,Sony Group,Household Durables,1.22771E+11
SOPA,Society Pass,Software-Application,51310230
SOPH,SOPHiA GENETICS,Health Information Services,634744504
SOS,SOS Limited,Professional Services,149046559
SOTK,Sono-Tek,"Electronic Equipment, Instruments & C...",77551676
SOVO,Sovos Brands,Packaged Foods,1161278453
SP,SP Plus,Commercial Services & Supplies,702773370
SPAQ,Spartan Acquisition III,Blank Check / SPAC,681720000
SPB,Spectrum Brands Holdings,Household Products,3494468834
SPCB,SuperCom,"Electronic Equipment, Instruments & C...",16930063
SPCE,Virgin Galactic Holdings,Aerospace & Defense,1880343934
SPCM,"Sound Point Acquisition Corp I,",Blank Check / SPAC,276650000
SPFI,South Plains Financial,Banks,489051104
SPG,Simon Property Group,Equity Real Estate Investment Trusts ...,48881504130
SPGI,S&P Global,Capital Markets,1.34748E+11
SPGS,Simon Property Group Acquisition Holdings,Blank Check / SPAC,420468730
SPH,Suburban Propane Partners,Gas Utilities,941329725
SPI,SPI Energy Co.,Semiconductors & Semiconductor Equipment,72066558
SPIR,Spire Global,Specialty Business Services,280903199
SPK,SPK Acquisition,Blank Check / SPAC,65237209
SPKB,Silver Spike Acquisition II,Blank Check / SPAC,351468730
SPLK,Splunk,Software,19399008156
SPLP,Steel Partners Holdings LP,Industrial Conglomerates,895245035
SPNE,SeaSpine Holdings,Health Care Equipment & Supplies,442403452
SPNS,Sapiens International,Software,1412417275
SPNT,SiriusPoint,Insurance-Reinsurance,1076426876
SPOK,Spok Holdings,Wireless Telecommunication Services,172352007
SPOT,Spotify Technology,Entertainment,23882571707
SPPI,Spectrum Pharmaceuticals,Biotechnology,134071271
SPR,Spirit AeroSystems Holdings,Aerospace & Defense,4491381735
SPRB,Spruce Biosciences,Biotechnology,44814519
SPRC,SciSparc,Biotechnology,19031475
SPRO,Spero Therapeutics,Biotechnology,270225279
SPSC,SPS Commerce,Software,4411692527
SPT,Sprout Social,Software,3373307076
SPTK,SportsTek Acquisition,Blank Check / SPAC,210450000
SPTN,SpartanNash Company,Food & Staples Retailing,1094893416
SPWH,Sportsman's Warehouse Holdings,Specialty Retail,480924800
SPWR,SunPower,Semiconductors & Semiconductor Equipment,3548878061
SPXC,SPX Corporation,Machinery,2206807023
SQ,Block,IT Services,59125309391
SQFT,Presidio Property Trust,REIT-Diversified,46402980
SQL,SeqLL,Diagnostics & Research,13431631
SQM,Sociedad Quimica y Minera de Chile,Chemicals,21380005871
SQNS,Sequans Communications,Semiconductors & Semiconductor Equipment,113564400
SQSP,Squarespace,Software-Infrastructure,3463048169
SQZ,SQZ Biotechnologies Company,Biotechnology,122090575
SR,Spire,Gas Utilities,3551615951
SRAD,Sportradar Group AG,Software-Application,3691858684
SRAX,"SRAX, Inc.",Media,118977950
SRC,Spirit Realty Capital,Equity Real Estate Investment Trusts ...,5935078881
SRCE,1st Source,Banks,1207562209
SRCL,Stericycle,Commercial Services & Supplies,5095684606
SRDX,SurModics,Health Care Equipment & Supplies,581820838
SRE,Sempra Energy,Multi-Utilities,48677007349
SREV,ServiceSource International,IT Services,129836710
SRG,Seritage Growth Properties,Equity Real Estate Investment Trusts ...,651463861
SRGA,Surgalign Holdings,Medical Devices,62034880
SRI,Stoneridge,Auto Components,491397368
SRL,Scully Royalty,Capital Markets,123995810
SRLP,Sprague Resources LP,"Oil, Gas & Consumable Fuels",440739583
SRNE,Sorrento Therapeutics,Biotechnology,749501440
SRPT,Sarepta Therapeutics,Biotechnology,6784596437
SRRA,Sierra Oncology,Biotechnology,672855280
SRRK,Scholar Rock Holding,Biotechnology,488164411
SRSA,Sarissa Capital Acquisition,Blank Check / SPAC,245750000
SRT,Startek,IT Services,167706092
SRTS,Sensus Healthcare,Health Care Equipment & Supplies,167003865
SRZN,Surrozen,Biotechnology,127512462
SSAA,Science Strategic Acquisition Alpha,Blank Check / SPAC,379586230
SSB,South State,Banks,6587688960
SSBI,Summit State Bank,Banks,107892010
SSBK,Southern States Bancshares,Banks-Regional,194046875
SSD,Simpson Manufacturing Company,Building Products,5009635816
SSIC,Silver Spike Investment,Drug Manufacturers-Specialty & Generic,89547918
SSKN,STRATA Skin Sciences,Health Care Equipment & Supplies,51737271
SSL,Sasol,Chemicals,14842827760
SSNC,SS&C Technologies Holdings,Software,19219668965
SSNT,SilverSun Technologies,Software,17719821
SSP,The E.W. Scripps Company,Media,1747185146
SSRM,SSR Mining,Metals & Mining,4761436148
SSSS,SuRo Capital,Capital Markets,280067391
SST,System1,n/a,1396194928
SSTI,ShotSpotter,Software,326341405
SSTK,Shutterstock,Internet & Direct Marketing Retail,3149624062
SSU,SIGNA Sports United,Specialty Retail,2843020542
SSY,SunLink Health Systems,Health Care Providers & Services,9508409
SSYS,Stratasys,"Technology Hardware, Storage & Periph...",1523746548
ST,Sensata Technologies Holding,Electrical Equipment,8266483703
STAA,STAAR Surgical Company,Health Care Equipment & Supplies,3080655826
STAB,Statera Biopharma,Biotechnology,27309688
STAF,Staffing 360 Solutions,Professional Services,12250381
STAG,Stag Industrial,Equity Real Estate Investment Trusts ...,7094749157
STAR,iStar,Equity Real Estate Investment Trusts ...,1663401328
STBA,S&T Bancorp,Banks,1131945192
STC,Stewart Information Services,Insurance,1769217240
STCN,Steel Connect,IT Services,85217151
STE,Steris,Health Care Equipment & Supplies,21903781863
STEM,"Stem, Inc.",Software-Infrastructure,1255171960
STEP,StepStone Group,Asset Management,1936810849
STER,Sterling Check,Software-Infrastructure,1992822894
STET,ST Energy Transition I,Blank Check / SPAC,297346875
STG,Sunlands Technology Group,Diversified Consumer Services,78731640
STGW,Stagwell,Advertising Agencies,2411124991
STIM,Neuronetics,Health Care Equipment & Supplies,78576640
STKL,SunOpta,Food Products,496041309
STKS,The ONE Group Hospitality,"Hotels, Restaurants & Leisure",320433818
STLA,Stellantis,Automobiles,45707698162
STLD,Steel Dynamics,Metals & Mining,13796485106
STM,STMicroelectronics,Semiconductors & Semiconductor Equipment,34445594593
STN,Stantec,Professional Services,5572964349
STNE,StoneCo,IT Services,2758754044
STNG,Scorpio Tankers,"Oil, Gas & Consumable Fuels",1055320559
STOK,Stoke Therapeutics,Biotechnology,754236020
STON,StoneMor,Diversified Consumer Services,332926365
STOR,STORE Capital,Equity Real Estate Investment Trusts ...,8081162218
STRA,Strategic Education,Diversified Consumer Services,1458065609
STRC,Sarcos Technology & Robotics,Computer Hardware,762813574
STRE,Supernova Partners Acquisition Company III,Blank Check / SPAC,341808059
STRL,Sterling Construction Company,Construction & Engineering,866518781
STRM,Streamline Health Solutions,Health Care Technology,66640839
STRN,Stran & Company,Advertising Agencies,32009440
STRO,Sutro Biopharma,Biotechnology,369194367
STRR,Star Equity Holdings,Diagnostics & Research,18426507
STRS,Stratus Properties,Real Estate Management & Development,329478152
STRT,STRATTEC Security,Auto Components,153842358
STSA,Satsuma Pharmaceuticals,Pharmaceuticals,124856424
STT,State Street,Capital Markets,30050439127
STTK,Shattuck Labs,Biotechnology,190109245
STVN,Stevanato Group S.p.A.,Medical Instruments & Supplies,4034028030
STWD,Starwood Property Trust,Mortgage Real Estate Investment Trust...,7230128620
STX,Seagate Technology Holdings,"Technology Hardware, Storage & Periph...",19116361641
STXB,Spirit of Texas Bancshares,Banks,499587858
STXS,Stereotaxis,Health Care Equipment & Supplies,235034733
STZ,Constellation Brands,Beverages,40408682318
SU,Suncor Energy,"Oil, Gas & Consumable Fuels",45790298108
SUAC,ShoulderUp Technology Acquisition,Blank Check / SPAC,412148000
SUI,Sun Communities,Equity Real Estate Investment Trusts ...,20910610336
SUM,Summit Materials,Construction Materials,3540528629
SUMO,Sumo Logic,Software,1097639160
SUMR,Summer Infant,Leisure Products,17382613
SUN,Sunoco LP,"Oil, Gas & Consumable Fuels",3477857250
SUNL,Sunlight Financial Holdings,Credit Services,360465020
SUNS,SLR Senior Investment,Capital Markets,216661500
SUNW,Sunworks,Electrical Equipment,81724910
SUP,Superior Industries International,Auto Components,112762956
SUPN,Supernus Pharmaceuticals,Pharmaceuticals,1647009252
SUPV,Grupo Supervielle,Banks,322233600
SURF,Surface Oncology,Biotechnology,129606839
SURG,SurgePays,Wireless Telecommunication Services,44210655
SUZ,Suzano,Paper & Forest Products,16307747831
SV,Spring Valley Acquisition,Blank Check / SPAC,293824989
SVC,Service Properties Trust,Equity Real Estate Investment Trusts ...,1353754367
SVFA,SVF Investment,Shell Companies,737707578
SVFB,SVF Investment 2,Blank Check / SPAC,288312700
SVFC,SVF Investment 3,Shell Companies,405475200
SVFD,Save Foods,Agricultural Inputs,19449315
SVM,Silvercorp Metals,Metals & Mining,731151680
SVNA,7 Acquisition,Blank Check / SPAC,248500000
SVRA,Savara,Biotechnology,122978527
SVT,Servotronics,Electrical Equipment,35531214
SVVC,Firsthand Technology Value Fund,Securities and Commodity Exchanges,23367473
SWAG,"Software Acquisition Group, Inc. III",Blank Check / SPAC,284242715
SWAV,ShockWave Medical,Health Care Equipment & Supplies,5613659005
SWBI,Smith & Wesson Brands,Leisure Products,718155642
SWCH,Switch,IT Services,6438640106
SWET,Athlon Acquisition,Blank Check / SPAC,336720000
SWI,SolarWinds,Software,1798801406
SWIM,Latham Group,Building Products & Equipment,1943047674
SWIR,Sierra Wireless,Communications Equipment,704179632
SWK,Stanley Black & Decker,Machinery,23924535238
SWKH,SWK Holdings,Diversified Financial Services,233131080
SWKS,Skyworks Solutions,Semiconductors & Semiconductor Equipment,20917325750
SWM,Schweitzer-Mauduit International,Paper & Forest Products,909095460
SWN,Southwestern Energy Company,"Oil, Gas & Consumable Fuels",6173332988
SWSS,Springwater Special Situations,Blank Check / SPAC,220996094
SWTX,Springworks Therapeutics,Biotechnology,2904869329
SWX,Southwest Gas Holdings,Gas Utilities,4388239353
SXC,SunCoke Energy,Metals & Mining,723073530
SXI,Standex International,Machinery,1279322863
SXT,Sensient Technologies,Chemicals,3161686711
SXTC,China SXT Pharmaceuticals,Personal Products,5486555
SY,So-Young International,Interactive Media & Services,162526800
SYBT,Stock Yards Bancorp,Banks,1500585555
SYBX,Synlogic,Biotechnology,150571872
SYF,Synchrony Financial,Consumer Finance,18265370599
SYK,Stryker,Health Care Equipment & Supplies,93544324897
SYN,Synthetic Biologics,Biotechnology,31399825
SYNA,Synaptics,Semiconductors & Semiconductor Equipment,8125677483
SYNH,Syneos Health,Life Sciences Tools & Services,7841587663
SYNL,Synalloy,Metals & Mining,178572677
SYPR,Sypris Solutions,Auto Components,60086675
SYRS,Syros Pharmaceuticals,Biotechnology,71239280
SYTA,Siyata Mobile,Communications Equipment,14787751
SYY,Sysco,Food & Staples Retailing,39489527796
SZZL,Sizzle Acquisition,Blank Check / SPAC,216399754
T,"AT&T, Inc.",Diversified Telecommunication Services,1.65644E+11
TA,TravelCenters of America,Specialty Retail,599772129
TAC,TransAlta,Independent Power and Renewable Elect...,2676872952
TACA,Trepont Acquisition I,Blank Check / SPAC,288649979
TACT,TransAct Technologies,"Technology Hardware, Storage & Periph...",71798266
TAIT,Taitron Components,"Electronic Equipment, Instruments & C...",22614123
TAK,Takeda Pharmaceutical Company,Pharmaceuticals,45725351922
TAL,TAL Education Group,Diversified Consumer Services,1296210814
TALK,Talkspace,Medical Care Facilities,227881520
TALO,Talos Energy,"Oil, Gas & Consumable Fuels",1284720766
TALS,Talaris Therapeutics,Biotechnology,316659262
TANH,Tantech Holdings,Chemicals,11647017
TAOP,Taoping,IT Services,25442304
TAP,Molson Coors Beverage Company,Beverages,11045727203
TARA,Protara Therapeutics,Biotechnology,48720727
TARO,Taro Pharmaceutical Industries,Pharmaceuticals,1749201246
TARS,Tarsus Pharmaceuticals,Biotechnology,385212472
TASK,TaskUs,Information Technology Services,3165630719
TAST,Carrols Restaurant Group,"Hotels, Restaurants & Leisure",114339902
TATT,TAT Technologies,Aerospace & Defense,52671933
TAYD,Taylor Devices,Machinery,34656657
TBBK,The Bancorp,Banks,1565254395
TBCP,Thunder Bridge Capital Partners III,Blank Check / SPAC,513814200
TBI,TrueBlue,Professional Services,914958055
TBK,Triumph Bancorp,Banks,2397163500
TBLA,Taboola.com,Internet Content & Information,1242080000
TBLD,Thornburg Income Builder Opportunities Trust,n/a,516839409
TBLT,Toughbuilt Industries,"Textiles, Apparel & Luxury Goods",21463800
TBNK,Territorial Bancorp,Thrifts & Mortgage Finance,232523848
TBPH,Theravance Biopharma,Pharmaceuticals,738750392
TBSA,TB SA Acquisition,Blank Check / SPAC,243575000
TC,TuanChe,Internet Content & Information,50136917
TCAC,Tuatara Capital Acquisition,Blank Check / SPAC,246624990
TCBC,TC Bancshares,Banks-Regional,66764510
TCBI,Texas Capital Bancshares,Banks,3127680458
TCBK,TriCo Bancshares,Banks,1239757680
TCBP,TC BioPharm (Holdings),Biotechnology,27497232
TCBS,Texas Community Bancshares,Banks-Regional,53014404
TCBX,Third Coast Bancshares,Banks-Regional,313275456
TCDA,Tricida,Pharmaceuticals,488074008
TCFC,The Community Financial Corporation,Banks,228258728
TCI,Transcontinental Realty Investors,Real Estate Management & Development,336847086
TCMD,Tactile Systems Technology,Health Care Equipment & Supplies,333267572
TCN,Tricon Residential,Real Estate Services,0
TCOA,Trajectory Alpha Acquisition,Blank Check / SPAC,209803115
TCOM,Trip.com Group,Internet & Direct Marketing Retail,14079491056
TCON,TRACON Pharmaceuticals,Biotechnology,52892848
TCPC,Blackrock TCP Capital,Capital Markets,804698489
TCRR,TCR2 Therapeutics,Biotechnology,96697606
TCRT,Alaunos Therapeutics,Biotechnology,158543087
TCRX,TScan Therapeutics,Biotechnology,115644800
TCS,The Container Store Group,Specialty Retail,401623549
TCVA,TCV Acquisition,Blank Check / SPAC,495925480
TCX,Tucows,IT Services,690339269
TD,The Toronto-Dominion Bank,Banks,1.40594E+11
TDC,Teradata,Software,4694924778
TDCX,"TDCX, Inc.",Specialty Business Services,1412875638
TDG,TransDigm Group,Aerospace & Defense,34607795779
TDOC,Teladoc Health,Health Care Technology,8755458016
TDS,Telephone & Data Systems,Wireless Telecommunication Services,2159964912
TDUP,ThredUp,Internet Retail,733140539
TDW,Tidewater,Energy Equipment & Services,849115180
TDY,Teledyne Technologies,Aerospace & Defense,19840693920
TEAM,Atlassian,Software,62456663901
TECH,Bio-Techne,Life Sciences Tools & Services,15748322171
TECK,Teck Resources,Metals & Mining,22560823279
TEDU,Tarena International,Diversified Consumer Services,27500310
TEF,Telefonica,Diversified Telecommunication Services,25385431036
TEKK,Tekkorp Digital Acquisition,Blank Check / SPAC,307187480
TEL,TE Connectivity,"Electronic Equipment, Instruments & C...",41484767137
TELA,TELA Bio,Health Care Equipment & Supplies,173318008
TELL,Tellurian,"Oil, Gas & Consumable Fuels",2094711679
TEN,Tenneco,Auto Components,1511347068
TENB,Tenable Holdings,Software,5882749905
TENX,Tenax Therapeutics,Biotechnology,14826697
TEO,Telecom Argentina,Diversified Telecommunication Services,2239837438
TER,Teradyne,Semiconductors & Semiconductor Equipment,17359128532
TERN,Terns Pharmaceuticals,Biotechnology,78587519
TESS,TESSCO Technologies,Communications Equipment,52014864
TETC,Tech & Energy Transition,Blank Check / SPAC,469218750
TETE,Technology & Telecommunication Acquisition,Blank Check / SPAC,130838400
TEVA,Teva Pharmaceutical Industries,Pharmaceuticals,8265624572
TEX,Terex,Machinery,2677873884
TFC,Truist Financial,Banks,75888779257
TFFP,TFF Pharmaceuticals,Pharmaceuticals,159081179
TFII,TFI International,Road & Rail,8631029701
TFSL,TFS Financial,Thrifts & Mortgage Finance,4608764926
TFX,Teleflex,Health Care Equipment & Supplies,15747850964
TG,Tredegar,Chemicals,395797143
TGA,TransGlobe Energy,"Oil, Gas & Consumable Fuels",273375038
TGAA,Target Global Acquisition I,Blank Check / SPAC,264323064
TGB,Taseko Mines,Metals & Mining,597681728
TGH,Textainer Group Holdings,Trading Companies & Distributors,1807268470
TGI,Triumph Group,Aerospace & Defense,1489723758
TGLS,Tecnoglass,Construction Materials,1140381168
TGNA,Tegna,Media,4940430843
TGR,Kimbell Tiger Acquisition,Blank Check / SPAC,251771181
TGS,Transportadora de Gas del Sur,"Oil, Gas & Consumable Fuels",960521791
TGT,Target,Multiline Retail,97539579780
TGTX,TG Therapeutics,Biotechnology,1256789503
TGVC,TG Venture Acquisition,Blank Check / SPAC,143021320
TH,Target Hospitality,"Hotels, Restaurants & Leisure",558066749
THAC,Thrive Acquisition,Blank Check / SPAC,215409375
THC,Tenet Healthcare,Health Care Providers & Services,9564409769
THCA,Tuscan Holdings II,Shell Companies,143400460
THCP,Thunder Bridge Capital Partners IV,Blank Check / SPAC,291565080
THFF,First Financial,Banks,582364642
THG,The Hanover Insurance Group,Insurance,4948345768
THM,International Tower Hill Mines,Metals & Mining,194908000
THMO,ThermoGenesis Holdings,Health Care Equipment & Supplies,7844347
THO,Thor Industries,Automobiles,4703656375
THR,Thermon Group Holdings,Electrical Equipment,586298238
THRM,Gentherm,Auto Components,2264944616
THRN,Thorne HealthTech,Packaged Foods,248539259
THRX,Theseus Pharmaceuticals,Biotechnology,375803226
THRY,Thryv Holdings,Media,969743546
THS,TreeHouse Foods,Food Products,1825619042
THTX,Theratechnologies,Biotechnology,253662909
TIG,Trean Insurance Group,Biotechnology,171435901
TIGO,Millicom International Cellular,Wireless Telecommunication Services,2353618422
TIGR,UP Fintech Holding,Capital Markets,513105022
TIL,Instil Bio,Biotechnology,1278386940
TILE,Interface,Commercial Services & Supplies,764746804
TIMB,TIM S.A.,Telecom Services,6080057334
TINV,Tiga Acquisition,Blank Check / SPAC,351210010
TIOA,Tio Tech A,Blank Check / SPAC,420037500
TIPT,Tiptree,Insurance,421380729
TIRX,Tian Ruixiang Holdings,Insurance Brokers,10836840
TISI,"Team, Inc.",Commercial Services & Supplies,49156227
TITN,Titan Machinery,Trading Companies & Distributors,628026992
TIVC,Tivic Health Systems,Medical Devices,14427116
TIXT,TELUS International,Software-Infrastructure,6073249782
TJX,The TJX Companies,Specialty Retail,73278619628
TK,Teekay,"Oil, Gas & Consumable Fuels",319951806
TKAT,Takung Art Co.,Interactive Media & Services,25123320
TKC,Turkcell Iletisim Hizmetleri A.S.,Wireless Telecommunication Services,3156733183
TKLF,Yoshitsu ,Household & Personal Products,82440222
TKNO,Alpha Teknova,Drug Manufacturers-Specialty & Generic,461636095
TKR,The Timken Company,Machinery,4595493881
TLGA,TLG Acquisition One,Blank Check / SPAC,487500000
TLGY,TLGY Acquisition,Blank Check / SPAC,285775019
TLIS,Talis Biomedical,Medical Devices,44690620
TLK,Telkom Indonesia,Diversified Telecommunication Services,32506105832
TLMD,SOC Telemed,Medical Care Facilities,294663710
TLRY,Tilray,Pharmaceuticals,2494957565
TLS,Telos,Software,624161148
TLSA,Tiziana Life Sciences,Biotechnology,50599224
TLYS,Tilly's,Specialty Retail,287980089
TM,Toyota Motor,Automobiles,2.1872E+11
TMAC,The Music Acquisition,Blank Check / SPAC,280312509
TMBR,Timber Pharmaceuticals,Biotechnology,19776822
TMC,TMC the metals company,Other Industrial Metals & Mining,585673407
TMCI,Treace Medical Concepts,Medical Devices,1029813623
TMDI,Titan Medical,Health Care Equipment & Supplies,55530555
TMDX,TransMedics Group,Health Care Equipment & Supplies,499680957
TME,Tencent Music Entertainment Group,Entertainment,5822440958
TMHC,Taylor Morrison Home,Household Durables,3712654589
TMKR,Tastemaker Acquisition,Blank Check / SPAC,341205019
TMO,Thermo Fisher Scientific,Life Sciences Tools & Services,2.07257E+11
TMP,Tompkins Financial,Banks,1163413462
TMPM,Turmeric Acquisition,Blank Check / SPAC,124320528
TMQ,Trilogy Metals,Metals & Mining,156777327
TMST,TimkenSteel,Metals & Mining,879575021
TMUS,T-Mobile US,Wireless Telecommunication Services,1.55624E+11
TMX,Terminix Global Holdings,Personal Services,4895533560
TNC,Tennant Company,Machinery,1496505965
TNDM,Tandem Diabetes Care,Health Care Equipment & Supplies,6737250204
TNET,TriNet Group,Professional Services,5613163003
TNGX,Tango Therapeutics,Biotechnology,726635128
TNK,Teekay Tankers,"Oil, Gas & Consumable Fuels",436012247
TNL,Travel + Leisure Co.,"Hotels, Restaurants & Leisure",4602756094
TNP,Tsakos Energy Navigation,"Oil, Gas & Consumable Fuels",185814144
TNXP,Tonix Pharmaceuticals Holding,Biotechnology,110662863
TNYA,Tenaya Therapeutics,Biotechnology,480100344
TOAC,Talon 1 Acquisition,Blank Check / SPAC,288075000
TOI,The Oncology Institute,Medical Care Facilities,455057088
TOL,Toll Brothers,Household Durables,5936502238
TOMZ,TOMI Environmental Solutions,Commercial Services & Supplies,18246255
TOPS,Top Ships,"Oil, Gas & Consumable Fuels",42620243
TOST,Toast,Software-Infrastructure,8973246456
TOUR,Tuniu,"Hotels, Restaurants & Leisure",111163495
TOWN,TowneBank,Banks,2276234212
TPB,Turning Point Brands,Tobacco,543035189
TPBA,TPB Acquisition I,Blank Check / SPAC,216225000
TPC,Tutor Perini,Construction & Engineering,540081527
TPG,TPG Inc.,Asset Management,2234604260
TPGY,TPG Pace Beneficial Finance,Shell Companies,431374970
TPH,TRI Pointe Homes,Household Durables,2372345080
TPHS,Trinity Place Holdings,Real Estate Management & Development,67896295
TPIC,TPI Composites,Electrical Equipment,524981600
TPL,Texas Pacific Land,"Oil, Gas & Consumable Fuels",10193848209
TPR,Tapestry,"Textiles, Apparel & Luxury Goods",9068056568
TPST,Tempest Therapeutics,Biotechnology,15893735
TPTX,Turning Point Therapeutics,Biotechnology,1334850549
TPVG,TriplePoint Venture Growth BDC,Capital Markets,521293212
TPX,Tempur Sealy International,Household Durables,5651725301
TR,Tootsie Roll Industries,Food Products,3126188777
TRAQ,Trine II Acquisition,Blank Check / SPAC,514136250
TRC,Tejon Ranch Company,Real Estate Management & Development,463993813
TRCA,Twin Ridge Capital Acquisition,Blank Check / SPAC,259700990
TRDA,Entrada Therapeutics,Biotechnology,264373263
TREC,Trecora Resources,Chemicals,218048648
TREE,LendingTree,Thrifts & Mortgage Finance,1261141242
TREX,Trex Company,Building Products,8485502428
TRGP,Targa Resources,"Oil, Gas & Consumable Fuels",15673924563
TRHC,Tabula Rasa HealthCare,Health Care Technology,144098080
TRI,Thomson Reuters,Professional Services,50683793310
TRIB,Trinity Biotech,Health Care Equipment & Supplies,20901700
TRIN,Trinity Capital,Asset Management,479731829
TRIP,TripAdvisor,Interactive Media & Services,3567188726
TRIS,Tristar Acquisition I,Blank Check / SPAC,282037500
TRKA,Troika Media Group,Advertising Agencies,53264712
TRMB,Trimble,"Electronic Equipment, Instruments & C...",16447112174
TRMD,Torm PLC,Oil & Gas Midstream,626103163
TRMK,Trustmark,Banks,1958571128
TRMR,Tremor International,Advertising Agencies,1054476288
TRN,Trinity Industries,Machinery,2719452657
TRNO,Terreno Realty,Equity Real Estate Investment Trusts ...,5187240905
TRNS,Transcat,Trading Companies & Distributors,549053440
TRON,Corner Growth Acquisition 2,Blank Check / SPAC,229400000
TROO,TROOPS,Software-Application,250947055
TROW,T. Rowe Price Group,Capital Markets,31095918553
TROX,Tronox Holdings,Chemicals,2867864828
TRP,TC Energy,"Oil, Gas & Consumable Fuels",53987205110
TRQ,Turquoise Hill Resources,Metals & Mining,4079807228
TRS,TriMas,Machinery,1329191802
TRST,TrustCo Bank Corp NY,Thrifts & Mortgage Finance,647906166
TRT,Trio-Tech International,Semiconductors & Semiconductor Equipment,25669670
TRTL,TortoiseEcofin Acquisition III,Blank Check / SPAC,416587480
TRTN,Triton International,Trading Companies & Distributors,4231600853
TRTX,TPG RE Finance Trust,Mortgage Real Estate Investment Trust...,901508022
TRU,TransUnion,Professional Services,18360991712
TRUE,TrueCar,Interactive Media & Services,326386015
TRUP,Trupanion,Insurance,3199108594
TRV,The Travelers Companies,Insurance,41955966818
TRVG,Trivago,Interactive Media & Services,720920702
TRVI,Trevi Therapeutics,Pharmaceuticals,39028362
TRVN,Trevena,Biotechnology,69920151
TRX,Tanzanian Gold,Metals & Mining,115565535
TS,Tenaris,Energy Equipment & Services,16734098423
TSAT,Telesat,Communication Equipment,1015260286
TSBK,Timberland Bancorp,Thrifts & Mortgage Finance,236137971
TSC,TriState Capital Holdings,Banks,996692984
TSCO,Tractor Supply Company,Specialty Retail,25545113440
TSE,Trinseo,Chemicals,1717475693
TSEM,Tower Semiconductor,Semiconductors & Semiconductor Equipment,5133927891
TSHA,Taysha Gene Therapies,Biotechnology,240196734
TSIB,Tishman Speyer Innovation II,Blank Check / SPAC,365624664
TSLA,Tesla,Automobiles,8.22002E+11
TSLX,Sixth Street Specialty Lending,Capital Markets,1753437680
TSM,Taiwan Semiconductor Manufacturing Company,Semiconductors & Semiconductor Equipment,5.25892E+11
TSN,Tyson Foods,Food Products,31766517698
TSP,TuSimple Holdings,Trucking,2139294841
TSPQ,TCW Special Purpose Acquisition,Blank Check / SPAC,563678332
TSQ,Townsquare Media,Media,206071862
TSRI,"TSR, Inc.",IT Services,18286389
TSVT,2seventy bio,Drug Manufacturers-General,279260733
TT,Trane Technologies,Building Products,34757459944
TTC,The Toro Company,Machinery,8503120350
TTCF,Tattooed Chef,Packaged Foods,931320064
TTD,The Trade Desk,Software,27538513888
TTE,TotalEnergies SE,"Oil, Gas & Consumable Fuels",1.28914E+11
TTEC,TTEC Holdings,IT Services,3657550803
TTEK,Tetra Tech,Commercial Services & Supplies,8575104878
